analyst,player,position,team,overall_rank,position_rank,tier,source_url,pulled_date
Heath Cummings,Jeremiyah Love,RB,WAS,,,6,https://www.cbssports.com/fantasy/football/news/fantasy-football-running-back-projections-tiers-rankings/,2026-09-05
Heath Cummings,Cam Skattebo,RB,ARI,,,6,https://www.cbssports.com/fantasy/football/news/fantasy-football-running-back-projections-tiers-rankings/,2026-09-05
Heath Cummings,Rico Dowdle,RB,DAL,,,6,https://www.cbssports.com/fantasy/football/news/fantasy-football-running-back-projections-tiers-rankings/,2026-09-05
Heath Cummings,Tony Pollard,RB,TEN,,,6,https://www.cbssports.com/fantasy/football/news/fantasy-football-running-back-projections-tiers-rankings/,2026-09-05
Heath Cummings,Jaylen Warren,RB,PIT,,,6,https://www.cbssports.com/fantasy/football/news/fantasy-football-running-back-projections-tiers-rankings/,2026-09-05
Heath Cummings,Bhayshul Tuten,RB,LV,,,6,https://www.cbssports.com/fantasy/football/news/fantasy-football-running-back-projections-tiers-rankings/,2026-09-05
Heath Cummings,David Montgomery,RB,HOU,,,6,https://www.cbssports.com/fantasy/football/news/fantasy-football-running-back-projections-tiers-rankings/,2026-09-05
Heath Cummings,TreVeyon Henderson,RB,CIN,,,6,https://www.cbssports.com/fantasy/football/news/fantasy-football-running-back-projections-tiers-rankings/,2026-09-05
Heath Cummings,RJ Harvey,RB,NO,,,7,https://www.cbssports.com/fantasy/football/news/fantasy-football-running-back-projections-tiers-rankings/,2026-09-05
Heath Cummings,Jadarian Price,RB,SEA,,,7,https://www.cbssports.com/fantasy/football/news/fantasy-football-running-back-projections-tiers-rankings/,2026-09-05
Heath Cummings,Jonathon Brooks,RB,CAR,,,7,https://www.cbssports.com/fantasy/football/news/fantasy-football-running-back-projections-tiers-rankings/,2026-09-05
Heath Cummings,J.K. Dobbins,RB,LAC,,,7,https://www.cbssports.com/fantasy/football/news/fantasy-football-running-back-projections-tiers-rankings/,2026-09-05
Heath Cummings,Jacory Croskey-Merritt,RB,IND,,,7,https://www.cbssports.com/fantasy/football/news/fantasy-football-running-back-projections-tiers-rankings/,2026-09-05
Heath Cummings,Brock Bowers,TE,LV,,,1,https://www.cbssports.com/fantasy/football/news/heath-cummings-2026-fantasy-football-te-tiers-3-0/,2026-09-05
Heath Cummings,Colston Loveland,TE,CHI,,,1,https://www.cbssports.com/fantasy/football/news/heath-cummings-2026-fantasy-football-te-tiers-3-0/,2026-09-05
Heath Cummings,Trey McBride,TE,ARI,,,1,https://www.cbssports.com/fantasy/football/news/heath-cummings-2026-fantasy-football-te-tiers-3-0/,2026-09-05
Heath Cummings,Sam LaPorta,TE,DET,,,2,https://www.cbssports.com/fantasy/football/news/heath-cummings-2026-fantasy-football-te-tiers-3-0/,2026-09-05
Heath Cummings,Kyle Pitts,TE,ATL,,,2,https://www.cbssports.com/fantasy/football/news/heath-cummings-2026-fantasy-football-te-tiers-3-0/,2026-09-05
Heath Cummings,Tyler Warren,TE,PIT,,,3,https://www.cbssports.com/fantasy/football/news/heath-cummings-2026-fantasy-football-te-tiers-3-0/,2026-09-05
Heath Cummings,Tucker Kraft,TE,SF,,,3,https://www.cbssports.com/fantasy/football/news/heath-cummings-2026-fantasy-football-te-tiers-3-0/,2026-09-05
Heath Cummings,Isaiah Likely,TE,NYJ,,,4,https://www.cbssports.com/fantasy/football/news/heath-cummings-2026-fantasy-football-te-tiers-3-0/,2026-09-05
Heath Cummings,Travis Kelce,TE,KC,,,5,https://www.cbssports.com/fantasy/football/news/heath-cummings-2026-fantasy-football-te-tiers-3-0/,2026-09-05
Heath Cummings,Harold Fannin Jr.,TE,CLE,,,5,https://www.cbssports.com/fantasy/football/news/heath-cummings-2026-fantasy-football-te-tiers-3-0/,2026-09-05
Heath Cummings,Dallas Goedert,TE,PHI,,,5,https://www.cbssports.com/fantasy/football/news/heath-cummings-2026-fantasy-football-te-tiers-3-0/,2026-09-05
Heath Cummings,Dalton Kincaid,TE,BUF,,,5,https://www.cbssports.com/fantasy/football/news/heath-cummings-2026-fantasy-football-te-tiers-3-0/,2026-09-05
Heath Cummings,George Kittle,TE,SF,,,5,https://www.cbssports.com/fantasy/football/news/heath-cummings-2026-fantasy-football-te-tiers-3-0/,2026-09-05
Jamey Eisenberg,Ja'Marr Chase,WR,CIN,,1,1,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-wide-receiver-rankings-2026-wr-tiers/,2026-09-05
Jamey Eisenberg,Puka Nacua,WR,LAR,,2,1,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-wide-receiver-rankings-2026-wr-tiers/,2026-09-05
Jamey Eisenberg,Amon-Ra St. Brown,WR,DET,,3,1,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-wide-receiver-rankings-2026-wr-tiers/,2026-09-05
Jamey Eisenberg,Jaxon Smith-Njigba,WR,SEA,,4,1,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-wide-receiver-rankings-2026-wr-tiers/,2026-09-05
Jamey Eisenberg,CeeDee Lamb,WR,DAL,,5,2,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-wide-receiver-rankings-2026-wr-tiers/,2026-09-05
Jamey Eisenberg,Justin Jefferson,WR,MIN,,6,2,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-wide-receiver-rankings-2026-wr-tiers/,2026-09-05
Jamey Eisenberg,A.J. Brown,WR,NE,,7,3,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-wide-receiver-rankings-2026-wr-tiers/,2026-09-05
Jamey Eisenberg,Drake London,WR,ATL,,8,3,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-wide-receiver-rankings-2026-wr-tiers/,2026-09-05
Jamey Eisenberg,Nico Collins,WR,HOU,,9,3,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-wide-receiver-rankings-2026-wr-tiers/,2026-09-05
Jamey Eisenberg,George Pickens,WR,DAL,,10,3,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-wide-receiver-rankings-2026-wr-tiers/,2026-09-05
Jamey Eisenberg,Chris Olave,WR,NO,,11,3,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-wide-receiver-rankings-2026-wr-tiers/,2026-09-05
Jamey Eisenberg,Rashee Rice,WR,KC,,12,3,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-wide-receiver-rankings-2026-wr-tiers/,2026-09-05
Jamey Eisenberg,Malik Nabers,WR,NYG,,13,4,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-wide-receiver-rankings-2026-wr-tiers/,2026-09-05
Jamey Eisenberg,DeVonta Smith,WR,PHI,,14,4,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-wide-receiver-rankings-2026-wr-tiers/,2026-09-05
Jamey Eisenberg,Tee Higgins,WR,CIN,,15,4,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-wide-receiver-rankings-2026-wr-tiers/,2026-09-05
Jamey Eisenberg,Ladd McConkey,WR,LAC,,16,4,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-wide-receiver-rankings-2026-wr-tiers/,2026-09-05
Jamey Eisenberg,Zay Flowers,WR,BAL,,17,4,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-wide-receiver-rankings-2026-wr-tiers/,2026-09-05
Jamey Eisenberg,Garrett Wilson,WR,NYJ,,18,5,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-wide-receiver-rankings-2026-wr-tiers/,2026-09-05
Jamey Eisenberg,D.J. Moore,WR,BUF,,19,5,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-wide-receiver-rankings-2026-wr-tiers/,2026-09-05
Jamey Eisenberg,Jaylen Waddle,WR,DEN,,20,5,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-wide-receiver-rankings-2026-wr-tiers/,2026-09-05
Jamey Eisenberg,Tetairoa McMillan,WR,ARI,,21,5,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-wide-receiver-rankings-2026-wr-tiers/,2026-09-05
Jamey Eisenberg,Luther Burden III,WR,CHI,,22,5,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-wide-receiver-rankings-2026-wr-tiers/,2026-09-05
Jamey Eisenberg,Emeka Egbuka,WR,TB,,23,5,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-wide-receiver-rankings-2026-wr-tiers/,2026-09-05
Jamey Eisenberg,Davante Adams,WR,LV,,24,5,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-wide-receiver-rankings-2026-wr-tiers/,2026-09-05
Jamey Eisenberg,Terry McLaurin,WR,WAS,,25,6,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-wide-receiver-rankings-2026-wr-tiers/,2026-09-05
Jamey Eisenberg,Christian Watson,WR,GB,,26,6,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-wide-receiver-rankings-2026-wr-tiers/,2026-09-05
Jamey Eisenberg,Jameson Williams,WR,DET,,27,6,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-wide-receiver-rankings-2026-wr-tiers/,2026-09-05
Jamey Eisenberg,Parker Washington,WR,JAC,,28,6,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-wide-receiver-rankings-2026-wr-tiers/,2026-09-05
Jamey Eisenberg,Chris Godwin,WR,TB,,29,6,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-wide-receiver-rankings-2026-wr-tiers/,2026-09-05
Jamey Eisenberg,Rome Odunze,WR,CHI,,30,6,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-wide-receiver-rankings-2026-wr-tiers/,2026-09-05
Jamey Eisenberg,Mike Evans,WR,SF,,31,6,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-wide-receiver-rankings-2026-wr-tiers/,2026-09-05
Jamey Eisenberg,Marvin Harrison Jr.,WR,ARI,,32,6,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-wide-receiver-rankings-2026-wr-tiers/,2026-09-05
Jamey Eisenberg,Brian Thomas Jr.,WR,JAC,,33,6,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-wide-receiver-rankings-2026-wr-tiers/,2026-09-05
Jamey Eisenberg,Jahmyr Gibbs,RB,DET,,1,1,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-fantasy-football-running-back-rankings-tiers-2026/,2026-09-05
Jamey Eisenberg,Bijan Robinson,RB,MIA,,2,1,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-fantasy-football-running-back-rankings-tiers-2026/,2026-09-05
Jamey Eisenberg,Jonathan Taylor,RB,IND,,3,2,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-fantasy-football-running-back-rankings-tiers-2026/,2026-09-05
Jamey Eisenberg,James Cook,RB,BUF,,4,2,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-fantasy-football-running-back-rankings-tiers-2026/,2026-09-05
Jamey Eisenberg,Chase Brown,RB,CIN,,5,2,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-fantasy-football-running-back-rankings-tiers-2026/,2026-09-05
Jamey Eisenberg,Christian McCaffrey,RB,SF,,6,2,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-fantasy-football-running-back-rankings-tiers-2026/,2026-09-05
Jamey Eisenberg,Kenneth Walker III,RB,KC,,7,3,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-fantasy-football-running-back-rankings-tiers-2026/,2026-09-05
Jamey Eisenberg,Omarion Hampton,RB,LAC,,8,3,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-fantasy-football-running-back-rankings-tiers-2026/,2026-09-05
Jamey Eisenberg,De'Von Achane,RB,MIA,,9,3,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-fantasy-football-running-back-rankings-tiers-2026/,2026-09-05
Jamey Eisenberg,Derrick Henry,RB,BAL,,10,3,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-fantasy-football-running-back-rankings-tiers-2026/,2026-09-05
Jamey Eisenberg,Saquon Barkley,RB,PHI,,11,3,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-fantasy-football-running-back-rankings-tiers-2026/,2026-09-05
Jamey Eisenberg,Ashton Jeanty,RB,LV,,12,3,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-fantasy-football-running-back-rankings-tiers-2026/,2026-09-05
Jamey Eisenberg,Javonte Williams,RB,DAL,,13,4,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-fantasy-football-running-back-rankings-tiers-2026/,2026-09-05
Jamey Eisenberg,Travis Etienne,RB,NO,,14,4,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-fantasy-football-running-back-rankings-tiers-2026/,2026-09-05
Jamey Eisenberg,D'Andre Swift,RB,PHI,,15,4,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-fantasy-football-running-back-rankings-tiers-2026/,2026-09-05
Jamey Eisenberg,Kyren Williams,RB,LAR,,16,4,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-fantasy-football-running-back-rankings-tiers-2026/,2026-09-05
Jamey Eisenberg,Jeremiyah Love,RB,ARI,,17,4,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-fantasy-football-running-back-rankings-tiers-2026/,2026-09-05
Jamey Eisenberg,Breece Hall,RB,NYJ,,18,4,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-fantasy-football-running-back-rankings-tiers-2026/,2026-09-05
Jamey Eisenberg,Bucky Irving,RB,TB,,19,5,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-fantasy-football-running-back-rankings-tiers-2026/,2026-09-05
Jamey Eisenberg,Quinshon Judkins,RB,CLE,,20,5,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-fantasy-football-running-back-rankings-tiers-2026/,2026-09-05
Jamey Eisenberg,Jadarian Price,RB,SEA,,21,5,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-fantasy-football-running-back-rankings-tiers-2026/,2026-09-05
Jamey Eisenberg,David Montgomery,RB,HOU,,22,5,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-fantasy-football-running-back-rankings-tiers-2026/,2026-09-05
Jamey Eisenberg,Bhayshul Tuten,RB,JAC,,23,5,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-fantasy-football-running-back-rankings-tiers-2026/,2026-09-05
Jamey Eisenberg,Cam Skattebo,RB,NYG,,24,5,https://www.cbssports.com/fantasy/football/news/jamey-eisenberg-fantasy-football-running-back-rankings-tiers-2026/,2026-09-05
Jamey Eisenberg,Josh Allen,QB,BUF,,1,1,https://www.cbssports.com/fantasy/football/news/jamey-eisenbergs-fantasy-football-quarterback-tiers-3-0-the-definitive-plan-on-how-to-draft-qbs-in-2026/,2026-09-05
Jamey Eisenberg,Lamar Jackson,QB,BAL,,2,2,https://www.cbssports.com/fantasy/football/news/jamey-eisenbergs-fantasy-football-quarterback-tiers-3-0-the-definitive-plan-on-how-to-draft-qbs-in-2026/,2026-09-05
Jamey Eisenberg,Drake Maye,QB,NE,,3,2,https://www.cbssports.com/fantasy/football/news/jamey-eisenbergs-fantasy-football-quarterback-tiers-3-0-the-definitive-plan-on-how-to-draft-qbs-in-2026/,2026-09-05
Jamey Eisenberg,Joe Burrow,QB,CIN,,4,2,https://www.cbssports.com/fantasy/football/news/jamey-eisenbergs-fantasy-football-quarterback-tiers-3-0-the-definitive-plan-on-how-to-draft-qbs-in-2026/,2026-09-05
Jamey Eisenberg,Jayden Daniels,QB,WAS,,5,2,https://www.cbssports.com/fantasy/football/news/jamey-eisenbergs-fantasy-football-quarterback-tiers-3-0-the-definitive-plan-on-how-to-draft-qbs-in-2026/,2026-09-05
Jamey Eisenberg,Jalen Hurts,QB,PHI,,6,2,https://www.cbssports.com/fantasy/football/news/jamey-eisenbergs-fantasy-football-quarterback-tiers-3-0-the-definitive-plan-on-how-to-draft-qbs-in-2026/,2026-09-05
Jamey Eisenberg,Dak Prescott,QB,DAL,,7,3,https://www.cbssports.com/fantasy/football/news/jamey-eisenbergs-fantasy-football-quarterback-tiers-3-0-the-definitive-plan-on-how-to-draft-qbs-in-2026/,2026-09-05
Jamey Eisenberg,Justin Herbert,QB,LAC,,8,3,https://www.cbssports.com/fantasy/football/news/jamey-eisenbergs-fantasy-football-quarterback-tiers-3-0-the-definitive-plan-on-how-to-draft-qbs-in-2026/,2026-09-05
Jamey Eisenberg,Trevor Lawrence,QB,JAC,,9,3,https://www.cbssports.com/fantasy/football/news/jamey-eisenbergs-fantasy-football-quarterback-tiers-3-0-the-definitive-plan-on-how-to-draft-qbs-in-2026/,2026-09-05
Jamey Eisenberg,Caleb Williams,QB,CHI,,10,3,https://www.cbssports.com/fantasy/football/news/jamey-eisenbergs-fantasy-football-quarterback-tiers-3-0-the-definitive-plan-on-how-to-draft-qbs-in-2026/,2026-09-05
Jamey Eisenberg,Brock Purdy,QB,SF,,11,3,https://www.cbssports.com/fantasy/football/news/jamey-eisenbergs-fantasy-football-quarterback-tiers-3-0-the-definitive-plan-on-how-to-draft-qbs-in-2026/,2026-09-05
Jamey Eisenberg,Jared Goff,QB,DET,,12,4,https://www.cbssports.com/fantasy/football/news/jamey-eisenbergs-fantasy-football-quarterback-tiers-3-0-the-definitive-plan-on-how-to-draft-qbs-in-2026/,2026-09-05
Jamey Eisenberg,Matthew Stafford,QB,LAR,,13,4,https://www.cbssports.com/fantasy/football/news/jamey-eisenbergs-fantasy-football-quarterback-tiers-3-0-the-definitive-plan-on-how-to-draft-qbs-in-2026/,2026-09-05
Jamey Eisenberg,Jaxson Dart,QB,NYG,,14,4,https://www.cbssports.com/fantasy/football/news/jamey-eisenbergs-fantasy-football-quarterback-tiers-3-0-the-definitive-plan-on-how-to-draft-qbs-in-2026/,2026-09-05
Jamey Eisenberg,Kyler Murray,QB,MIN,,15,4,https://www.cbssports.com/fantasy/football/news/jamey-eisenbergs-fantasy-football-quarterback-tiers-3-0-the-definitive-plan-on-how-to-draft-qbs-in-2026/,2026-09-05
Jamey Eisenberg,Jordan Love,QB,GB,,16,4,https://www.cbssports.com/fantasy/football/news/jamey-eisenbergs-fantasy-football-quarterback-tiers-3-0-the-definitive-plan-on-how-to-draft-qbs-in-2026/,2026-09-05
Jamey Eisenberg,Bo Nix,QB,DEN,,17,4,https://www.cbssports.com/fantasy/football/news/jamey-eisenbergs-fantasy-football-quarterback-tiers-3-0-the-definitive-plan-on-how-to-draft-qbs-in-2026/,2026-09-05
